time,text,toxic,toxicity_type
5:33,Shaco eats Ashe Clown (Shaco): xd,0,none
5:34,[All] Rutho (Kled): who were u in the last gan,0,none
5:34,[AIl] Rutho (Kled): who were U inj the last gar,0,none
5:38,[All] Scarlight Poppy (Illaoi): leona,0,none
5:38,[AJl] Scarlighi Popp] (Illaoi): leona,0,none
5:46,[Allj Rutho (Kled}; in my team!,0,none
5:46,Stiaco eats Ashe (Sfiaco) is OfJ the way,0,none
5:46,[All] Rutho (Kled): in my team?,0,none
5:46,Shaco eats Ashe (Shaco) is onJ the way,0,none
5:47,Shaco eats Ashe (Shaco) is OnJ the way,0,none
5:48,Shiaco eats Ashie (Sfiaco) is OfJ the wray,0,none
5:49,Starlight Poppy: IJO,0,none
5:49,"Starlight Poppy:"" no",0,none
5:50,[All] Scarlighc Popp] (Illaoi): no,0,none
5:50,[All] Scarlight Poppy (Illaoi): no,0,none
5:58,Shaco eats Ashe (Shaco) signals that enemies,0,none
5:58,Shaco eats Ashe (Shaco) sigrals that eneries,0,none
6:07,[All] Rutho (Kled): r u premade with draven?,0,none
6:16,[All] Rutho (Kled): Ye,0,none
6:16,arschbert (Orianna) purchased Coritrol WVarc,0,none
6:16,[All] Ruchio (Kled): Ye,0,none
6:16,arschbert (Orianna) purchased 500,0,none
6:32,[All] Skinte BnCo (Thresh): racistr and dumb,1,text
6:36,[Allj Skinte BnCo (Thresh): nice combo,0,none
6:36,[Allj] Skinte BnCo (Thresh); nil,0,none
7:01,Shaco eats Ashe (Shaco) signa,0,none
7:02,Starlight Poppy (Illaoi) has clail,0,none
7:02,Starlight Poppy (Illaoi) has claifred Rutho (Kle,0,none
7:08,Shaco eats Ashe (Shaco) purc,0,none
7:08,Shaco eats Ashe (Shaco) purchased Control,0,none
7:08,aco ears Ashe (Shaco) purchased Corrol,0,none
7:08,Shaco eats Ashe (Shaco) purchased Control V,0,none
7:25,"[All] Rutho (Kledi; definitly report U , ur bla",0,none
7:38,Shaco eats Ashe (Shaco) on the way,0,none
7:38,Shiaco eats Ashe (Shaco) is on the way,0,none
7:38,Sharereats Ashe (Shiazo) is On the ay,0,none
7:38,Shaco eats Ashe (Shaco) is on the way,0,none
7:39,Shaco eats Ashe (Shaco) is on the way,0,none
7:39,Shaco eats Asfie (Shaco) is On the Fayy,0,none
7:44,Shaco eats Ashe Clown (Shaco): clean af,0,none
7:44,Shaco eats Ashe Clewn (Shaco): clean af,0,none
8:06,Shaco eats Ashe (Shaco) signals to be careful,0,none
8:18,arschbert PIiS (Orianna): think barrier is UF,0,none
8:20,Shaco eats Ashe (Shaco) is on the way,0,none
8:24,Shaco eats Ashe (Shaco) signals that enemies,0,none
8:28,arschbert PuIS (Orianna): he has 5 % bonus,0,none
8:28,arschbert Pibls Orianna): he has 5 % bonus,0,none
8:28,arschbert PIS (Orianna): he has 5 % bonus,0,none
8:28,arschbert PHS (Orianna): he has 5 % bonus,0,none
8:31,Skinze (Thresh) purchased Sightstone,0,none
8:55,Shaco eats Ashe (Shaco) is on the way,0,none
9:03,Shaco eats Ashe (Shaco): Elise Alive,0,none
9:26,Skinte (Thresh): Xayah Heal,0,none
9:31,Shaco eats Ashe (Shaco) is on the way,0,none
9:47,Shaco eats Ashe (Shaco) is on the way,0,none
9:55,arschbert (Orianna): Elise Flash,0,none
9:56,arschbert (Orianna): Elise Flash,0,none
10:22,arschbert PHIS (Orianna): ye,0,none
10:29,Shaco eats Ashe Clown (Shaco): yes cause tr,0,none
10:30,arschbert PJS (Orianna): i would fell for tha,0,none
12:00,Rutho (Kled) has destroyed the first turret!,0,none
12:05,arschbert PHlS (Orianna): ill take ours,0,none
12:11,KrowNNN (Draven): think hes from germaz,0,none
12:34,Shaco eats Ashe (Shaco) has claimed Brad Plc,0,none
12:41,Shaco eats Ashe (Shaco) is on the way,0,none
12:49,arschbert PIS (Orianna): dont need ty,0,none
12:51,arschbert PHlS (Oriariraa): ill take ours,0,none
12:53,arschbert PIIS (Orianna): later,0,none
12:53,arschbert PHlS; (Orjarmja): later,0,none
12:56,Shaco eats Ashe (Shaco) signals to be careful,0,none
13:04,Rutho (Kled) is orJ killing 'spreel KrowN,0,none
13:06,Starlight Poppy (Illaoi): he oneshots me,0,none
13:07,Shaco eats Ashe (Shaco) is On the way,0,none
13:07,Starlight Poppy (Illaoi): wle,0,none
13:13,arschbert PuS (Orianna): get ninja tabi,0,none
13:16,Scarlighc Poppy (Illaoi): 241 Gold,0,none
13:16,Starlight Poppy (Illaoi): 241 Gold,0,none
13:18,Stiaco eats AShje (Shiaco) signals that erernies,0,none
13:18,arschbert PJS (Oriarira): think will help muc,0,none
13:18,Shaco eats Ashe (Shaco) signals that enemies,0,none
13:18,arschbert PHS (Orianna): think will help muc,0,none
13:20,arschbert P S (Oriaria): hmmheco eil Ashe,0,none
13:20,arschbert PulS (Orianna): hmm,0,none
13:20,arschbert PIS (Orianna): hmm,0,none
13:28,arschbert PiIS (Orianna): rip money,0,none
13:28,arschbert PuS (Orianna): rip money,0,none
13:35,arschbert PIS (Orianna): try freeze the lane,0,none
13:35,arschbert PiIS (Orianna): try freeze the lane,0,none
13:38,arschbert PIIS (Orianna): so he roams,0,none
13:38,arschbert PHS (Orianna): so he roams,0,none
13:43,arschbert PIIS (Orianna): ill try play safe,0,none
13:52,arschbert (Orianna) signals that enemies are,0,none
13:52,Shaco eats Ashe (Shaco): Duskblade of Draktl,0,none
13:52,Shaco eats Ashe (Shaco): Duskblade of DraktL,0,none
13:54,arschbert (Orianna) signals that enemies are,0,none
13:59,Rutho (Kled) has captured Rift Herald!,0,none
14:16,Shaco eats Ashe (Shaco) signals that enemies,0,none
14:16,Shaco eats Ashe (Shaco) signals that enemies,0,none
14:17,arschbert (Orianna): 100% towards Level ! [,0,none
14:17,arschbert (Orianna): [00% towards Level [ /,0,none
14:18,Shaco eats Ashe (Shaco): Warding Toter (Tr,0,none
14:18,Shaco eats Ashe (Shaco): Warding Totem (Tr,0,none
14:22,Shaco eats Ashe (Shaco) is on the way,0,none
14:22,Shaco eats Ashe (Shaco) is on the wa,0,none
14:24,Shaco eats Ashe (Shaco): 33% towards Level,0,none
14:35,Starlight Poppy (Illaoi) is asking for assistance,0,none
14:36,Shaco eats Ashe (Shaco) signals that enemies,0,none
14:36,Shaco eats Ashe (Shaco) sigrals chat ereries,0,none
14:37,Sliaco eats Ashe Clown (Shaco): xd,0,none
14:37,Shaco eats Ashe Ciori (Shiaco): xd,0,none
14:40,Shiaco eats Ashe (Shago): R Ready,0,none
14:40,Shaco eats Ashie (Shaco): Is,0,none
14:41,Skirite (Thresh) sigrals to be careful,0,none
15:02,Shaco eats Ashe (Shico) signals to be careful,0,none
15:03,Shaco eats Ashe (Shaco) signals to be careful,0,none
15:08,Starlighe  Poppy (Illlaoi): draven,0,none
15:08,Starlight  Poppy (Illaoi): draven,0,none
15:10,Starlight  Poppy (Illaoi): can you go top,0,none
15:13,Starlight Poppy IIllaoi): and me bot,0,none
15:19,Nerhi (Elise) Kias claimed arschbert (Orianna),0,none
15:20,Shaco eats Ashe (Shaco): 30/[ Gold,0,none
15:21,arschbert PIIS (Orianna): k,0,none
15:25,Rutho (Kied} tnu crushed the Eye alahe Herz,0,none
15:25,Shaco eats Ayhe Clown (Shaco) we lose 2 t0,0,none
15:25,Rutho (Kled) has crushed the Eye of the Fler:,0,none
15:25,Shaco eats Ashe Clown (Shaco): we lose 2 to,0,none
15:30,Shaco eats Ashe (Shaco) is on the way,0,none
15:37,Shaco eats Ashe (Shaco) is asking for assistanc,0,none
15:38,Shaco eats Ashe (Shaco) is asking for assistanc,0,none
15:38,Shaco eats Ashie (Shaco) is asking for assistanc,0,none
15:38,Shaco eats Ashie (Ghaco) is asking for assistanc,0,none
15:39,Shaco atz Ashe (Shaco) is asking for assistanc,0,none
15:39,Shaco eats Ashe (Shaco) is asking for assistan,0,none
15:39,Shaco eats Ashe (Shaco) is asking for assistanc,0,none
15:55,Shaco eats Ashe (Shaco) is asking for assistan,0,none
15:55,Shaco eats Ashe (Shaco) is asking for assistanc,0,none
16:05,The enemy team has slain the Mountain Drak,0,none
16:09,Shaco eats Ashe Clown (Shaco): HOW,0,none
16:26,Shaco eats Ashe Clown (Shaco): omg i thougt,0,none
16:29,Shaco eats Ashe Clown (Shaco): so no shutdc,0,none
16:36,Skinte (Thresh) purchased Control Ward,1,gameplay
16:39,[All] Rutho (Kled):,0,none
16:40,arschbert (Orianna) signals to be careful,0,none
16:42,KrowNNN (Draven) has targeted the Outer,0,none
16:43,KrowNNN (Draven) has targeted the Outer,0,none
16:43,KrowNNN (Draven) has targeted the Quter,0,none
16:43,KrowNNN (Draver) hjas tarzeted the Outer,0,none
16:44,KrowNNN (Draven) has targeted the Outer,0,none
16:44,KrowNNN (Draveri) has tarzetad the Outer,0,none
16:44,KrowNNN (Draveri) has targeted the Outer,0,none
17:09,Rutho (Kled) is on rampagel,0,none
17:18,arschbert PuIS (Oriariria): Stop fighting please,0,none
17:24,Starlight  Poppy (Illaoi): no,0,none
17:27,arschbert PiS (Orianna): he can Iv [ U AND,0,none
17:30,[To] Starlight Poppy: xd,0,none
17:33,Shaco eats Ashe (Shaco) is on the way,0,none
17:33,Shaco eats Ashe (Shaco) is on the way,0,none
17:42,Starlight Poppy (Illaoi): he had 400 hp and ha,0,none
17:45,Starlight Poppy (Illaoi): still won Ivl,0,none
17:48,arschbert PHIS (Orianna): stop fighting please,0,none
17:48,arschbert PIS (Orianna): ye,0,none
17:48,Draven has [50 stacks of Adoration!,0,none
17:48,arschbert PuIS (Orianna): ye,0,none
17:48,Draven has [50 stacks of Adoration!,0,none
17:49,arschbert PuS (Orianna): kled,0,none
17:57,Starlight Poppy: nah,0,none
18:05,KrowNNN (Draven): you need one kill illaoi,0,none
18:06,[To] Starlight Poppy: if you keep dying to him,0,none
18:08,KrowNNN (Draven): and all fine,0,none
18:17,Nerha (Elise) is on rampagel,0,none
18:17,Nerha (Elise) is on a rampagel,0,none
18:21,KrowNNN (Draven): you even fucked the d,1,text
18:21,KrowNNN (Draven): you even fucked the de,1,text
18:22,KrowNNN (Draven): fdp,0,none
18:29,Starlight Poppy (Illaoi): parle mieux,0,none
18:47,Skinte BnCo (Thresh): arrete ton racisme stp,0,none
18:49,Shaco eats Ashe (Shaco) has targeted Nerha,0,none
18:49,arschbert (Orianna) is on the way,0,none
18:53,arschbert (Orianna) is on the way,0,none
19:02,Nerha (Elise): Frost Queen's Clainri,0,none
19:02,Nerha (Elise): Frost Queen's Claim,0,none
19:03,Nerha (Elise): Frost Queen's Claim,0,none
19:03,Nerfa (Elise): Frost Queen's Claim,0,none
19:08,Shaco eats Ashe (Shaco) is on the way,0,none
19:08,Shaco eats Ashe (Shaco) has targeted Inting B,0,none
19:16,Starlight Poppy (Illaoi): par rapport au malphit,0,none
19:17,KrowNNN (Draven) just cashed in 345 extra,0,none
19:17,KrowNNN (Draven) just cashed in 345 extra,0,none
19:20,Rutho (Kled) is unstoppablel,0,none
19:26,Shaco eats Ashe (Shaco) is on the way,0,none
19:27,arschbert (Orianna) is on the way,0,none
19:29,[All] Rutho (Kled): im not a rasist,0,none
19:29,Shaco eats AskeTSHaEo}  is on the way,0,none
19:29,[All] Rucho (Kled): im not a rasist,0,none
19:29,Shaco eats Ashe (Shaco) is on the way,0,none
19:29,Shiaco eats Ashe (Shaco) is on the way,0,none
19:36,Shaco eatg' signals that enemies,0,none
19:36,Shaco eats Ashe (Shaco) signals that enemies,0,none
19:40,Shaco eats Ashe (Shaco) is on the way,0,none
19:41,Nerha (Elise) is unstoppablel,0,none
19:41,Nerta (Elise) is uristoppablel,0,none
20:08,Skinte (Thresh) purchased Eye of the Equinox,0,none
20:08,Skinte (Thresh) purchased Control Ward,0,none
20:08,Skinte (Thresh) purchased Eye of the Equiriox,0,none
20:10,Shaco eats Ashe Clewn (Shaco): game fell apa,0,none
20:19,KrowNNN (Draven): orly,0,none
20:26,KrowNNN (Draven): you are useless and illac,1,text
20:27,Shaco eats Ashe Clown (Shaco): yes at this m,0,none
20:31,Shaco eats Ashe Clown (Shaco): can onesho,0,none
20:31,Shaco eats Aste Clowfi (Shjaco): i can onesho,0,none
20:33,Shaco eats Ashe (Shaco) is on the way,0,none
20:33,Shaco eats Ashie (Shaco) is onJ the way,0,none
20:42,Shiaco eats Ashe (Sfico) signals that erernies,0,none
20:43,KrowNNN (Draver) Ijas sHuccov  lerha (E,0,none
20:43,KrowNNN (Draven) has shutdown Nerha (EF,0,none
20:44,Shaco eats Ashe Clwfi (Shjaco): gj,0,none
20:44,Shaco eats Ashe Clown (Shaco): gi,0,none
20:45,Skirite (Thresh): Elize Flash,0,none
20:45,Skinte (Thresh): Elise Flash,0,none
20:47,arschbert PIIS (Orianna): Imao,0,none
20:54,arschbert (Orianna) is on the way,0,none
21:02,Skinte BnCo (Thresh): go for elise not xayay,0,none
21:02,Skinte BnCo (Thresh) go for elise not xayay,0,none
21:04,Brad PIica (Vel'Koz) is on klling 'spreel,0,none
21:04,Brad PItta (Vel'Koz)is on killing 'spreel,0,none
21:07,[All] Nerha (Elise): wow,0,none
21:09,[All] Char34 MVPez (Karirja): gl on esports,0,none
21:09,[All] Char34 MVPez (Karra): 500,0,none
21:25,arschbert (Orianna) has shutdown Brad P]tra,0,none
21:25,arschbert (Orianna) haz shutd,0,none
21:39,[All] Shaco eats Ashe Clown (Shaco): OMG,0,none
21:39,[AllJ] Shaco eats Ashe Clown,0,none
21:40,Rutho (Kled) is domrinating!,0,none
21:40,[All] Shaco eats Ashe Clown (Shaco): WHY,0,none
21:40,Rutho (Kled) is dominating',0,none
21:40,[All] Shaco eats Ashe Clown (Shaco): AGAIN,0,none
21:40,Rutho (Kled) is dominatingl,0,none
21:40,[All] Shaco eats Ashe Clown (Shaco): AGAIN,0,none
21:49,[Allj Shaco eats Ashe Clown,0,none
21:49,[All] Shaco eats Ashe Clown (Shaco): u all sur,0,none
21:49,[All] Shaco eats Ashe Clow/r (Sfiaco): u all sur,0,none
22:18,KrowNNN (Draven) has shutdown Nerha (EF,0,none
22:18,KrowNNN (Draven) has shuiclown Nerha (El,0,none
22:18,KrowNNN (Draven) has shutdown Nerha (E,0,none
22:22,Shaco eats Ashe (Shaco) is on the way,0,none
22:22,Shaco eats Ashe (Shaco) is on the way,0,none
22:22,Staco eats Ashje (Shaco) is Ofl the wray,0,none
22:22,Shaco eats Ashe (Shaco) is onl the way,0,none
22:35,KrowNNN (Draven): aller zinedine,0,none
22:35,KrovNNN (Draver): aller zinedine,0,none
22:35,KrowNNN (Draver): aller zinedine,0,none
22:43,Shaco eats Ashe (Shaco) has targeted the Blas,0,none
22:43,Starlight Poppy (Illaoi) has targeted the Blast,0,none
22:43,Staco eats Ahe (Sfaco) has targered the Bla,0,none
22:43,Starligtit Popp] (Illaoi) has targeced the Blast,0,none
22:43,Shaco eats Ashe (Shaco) Has targeted the Bla,0,none
22:43,Starlighit Poppy (Illaoi) has targeced the Blast,0,none
22:43,Slaco eats Ashe (Shlaco) fas targeted the Blaz,0,none
22:43,Starlight: Poppy (Illaoi) has targeced the Blast,0,none
22:59,Skirite (Thresh) sigrjals everyorle to back awa;,0,none
22:59,Skirite (Thresh) sigrals everyore to back awa} _,0,none
22:59,Skinte (Threshi) Sigrjals everyore to back away,0,none
23:05,Shaco eats Asfie (Sfaco) has shutdow Rucho,0,none
23:05,Shaco eats Ashe (Shaco) IJas shutdovr Rucho~,0,none
23:05,Shaco eats Ashe (Shaco) IJas shutdovr Rucho-,0,none
23:30,KrowNNN (Draveri) is onj the way,0,none
23:30,KrowNNN (Draven) is on the way,0,none
23:30,"KrowNNN (Draven) is on the way,",0,none
23:31,Skirite (Threshi) is OrJ the way,0,none
23:31,arschbert (Orianna) is on the way,0,none
23:55,Char34 (Karma) has claimed KrowNNN (Dra,0,none
23:55,arschbert (Orianna): E - Os,0,none
24:07:00,Skinte (Thresh) purchased Oracle Alteration,0,none
24:11:00,Skinte (Thresh) purchased Control Ward,0,none
24:27:00,Skinte (Thresh) is asking for assistance,0,none
24:28:00,Starlight Poppy (Illaoi) sigrals to be careful,0,none
24:29:00,arschbert (Orianna) is on] the ay,0,none
24:29:00,arschbert (Orianna) is on the way,0,none
24:31:00,Starlight Poppy (Illaoi) is on the way,0,none
24:31:00,Scarlighc Poppy (Illaoi) is on the way,0,none
24:31:00,Starligfit  Poppy (Jllaoi) is on the wnay,0,none
24:33:00,arschbert (Orianna): Flash  195,0,none
24:33:00,arschbert (Orianna): Flash 19s,0,none
24:33:00,arschbert (Oriariria): Flash 19s,0,none
24:33:00,arschberc (Oriariria): Flash 19s,0,none
24:39:00,arschbert (Orianna) is on the way,0,none
24:39:00,arschbert (Orjariria) is or} the way,0,none
24:39:00,arschberc (Oriariria) is Orl the wray,0,none
24:43:00,Shaco eats Ashe (Shaco) signals to be careful,0,none
24:43:00,Shaco eats Ashe (Shaco) sigrals to be careful,0,none
24:43:00,Shiaco eats Asfe (Shaco) sigrlals to be careful,0,none
24:51:00,Shaco eats Ashe (Shaco): Infinity Edge Need,0,none
24:53:00,Shaco eats Ashe (Shaco) signals to be careful,0,none
24:53:00,Shiaco eats Ashie (Shaco) sigrlals t0 be careful,0,none
25:02:00,Shaco eats Ashe (Shaco) signals to be careful,0,none
25:02:00,Shaco eats Ashie (Shaco) Sigrlals t0 be careful,0,none
25:02:00,Shaco eats Ashe (Shaco) sigrals to be careful,0,none
25:12:00,Shaco eats Ashe (Shaco): Iniinicy Edge Need,0,none
25:39:00,arschbert (Oriarifia) erlery has vision here,0,none
25:39:00,arschbert (Oriariria) erery has vision here,0,none
25:39:00,arschbert (Orianna) enemy has vision here,0,none
25:40:00,arschbert (Orjarrja) enerry has vision here,0,none
25:40:00,arschbert (Orianna) enemy has vision here,0,none
25:55:00,Starligfit Popp] (Illaoi) is or the way,0,none
25:55:00,Starlight Poppy (Illaoi) is on the way,0,none
26:03:00,Starlighic Poppl (Illaoi) is asking for assistance,0,none
26:03:00,Starlight Poppy (Illaoi) is asking for assistance,0,none
26:06:00,Shaco eats Ashe (Shaco) is on the way,0,none
26:08:00,arschbert (Oriara): Mana [7%,0,none
26:08:00,arschbert (Orianna): Mana [7%,0,none
26:08:00,arschbert (Orjarirja): Mana 17%,0,none
26:09:00,Shaco eats Ashe Clown (Shaco): care,0,none
26:09:00,Shaco eats Ashe Clewn (Shaco): care,0,none
26:17:00,Shaco eats Ashe (Shaco) is on the way,0,none
26:41:00,Shaco eats Ashe (Shaco) has slir] Baror) ] ksf,0,none
26:48:00,Char3 + (Karma;) has claimerd] Stiaco eats Ahe,0,none
26:51:00,Shaco eats Ashe (Shaco) signa,0,none
26:54:00,Shaco eats Ashe Clown (Shaco): survive,0,none
26:54:00,Shaco eats Ashe Clown (Shace Consumables,0,none
26:54:00,Shaco eats Ashe Clown (Shace,0,none
27:01:00,Shaco eats Ashe (Shaco) signals that enemies,0,none
27:03:00,Shaco eats Ashe (Shaco) signa,0,none
27:04:00,Shaco eats Ashe Clown (Shac,0,none
27:04:00,Shaco eats Ashe Clown (Shaco);: omg,0,none
27:05:00,Shaco eats Ashe Clown (Shac,0,none
27:05:00,Shaco eats Ashe Clown (Shaco): omg,0,none
27:10:00,Skinte (Thresh) purchased Rigliteous Glory,0,none
27:11:00,Shaco eats Ashe (Shaco) signals that enemies,0,none
27:11:00,Shaco eats Ashe (Shaco) signals that enemies,0,none
27:12:00,Shaco eats Ashe (Shaco) signals that enemies,0,none
27:20:00,[To] Starlight Popp: you said U dont tilt,0,none
27:20:00,[To] Scarlighc Popp]: YOU sajd U dort til,0,none
27:20:00,[To] Starlight Poppy: You said U dont tilt,0,none
27:23:00,[To] Starlight Poppy: remember thatl,0,none
27:23:00,[To] Scarligfic Poppy: rerrierrber chatl,0,none
27:23:00,[To] Starlight Poppy: remember that!,0,none
27:30:00,Starlight Poppy: Ktri flot tilted ac all,0,none
27:30:00,Starlight Poppy: im not tilted at all,0,none
27:30:00,Starlight Poppt: TTi flot tilted at all,0,none
27:33:00,[To] Starlight Poppy: XD,0,none
27:33:00,[To] Scarlight Poppj: XD,0,none
27:43:00,Starlight Poppy: u are tho?,0,none
27:43:00,Starlight Poppr: Ware tho?,0,none
27:51:00,[To] Starlight Poppy: im not but im pretty sur,0,none
27:51:00,[To] Starlight Poppy: inf) IJOC buc itn pretty sur,0,none
27:57:00,KroiNNN (Draver) purchased Farsight Alter,0,none
27:57:00,KrowNNN (Draven) purchased Farsight Alte,0,none
28:00:00,Starlight Poppt: - Yifierl til | pollute cfat,0,none
28:00:00,Starlight Poppy: wher til pollute chat,0,none
28:07:00,[To] Starlight Poppy: You did,0,none
28:07:00,[To] Starlight Poppr: you did,0,none
28:08:00,Starlight PoPpy: imnot saying anything iT) ct,0,none
28:08:00,Starlight Poppr: YI) flot Sayirig arlychirg YrI) c},0,none
28:10:00,[To] Scarligit Poppy: a Jil,0,none
28:16:00,Starlighit Poppy:= a lil 5o jt wasfit til,0,none
28:16:00,Starlight Poppy: a lilso jc wasn'E tilt,0,none
28:17:00,Shaco eats Ashe (Shaco) is on the way,0,none
28:17:00,Shaco eats Ashe (Shaco) is on the way,0,none
28:22:00,[To] Starlight Poppy: mhh,0,none
28:25:00,[To] Starlight Poppy: okay ;P,0,none
28:25:00,[To] Starlight Poppy: okay ;,0,none
28:32:00,Shaco eats Ashe (Shaco) is on the way,0,none
28:33:00,arschbert (Orianna) is on the way,0,none
28:35:00,arschbert (Orianna): Ghost 23s,0,none
28:35:00,arschbert Orianna): Ghost 235,0,none
28:40:00,Starlighc Poppy (Illaoi): Teleport Ready,0,none
28:40:00,Starlight Poppy (Illaoi): Teleport Ready,0,none
28:59:00,Shaco eats Ashe Clown (Shaco): wait xayah le,0,none
29:05:00,Shaco eats Ashe (Shaco) has targeted Rutho,0,none
29:06:00,Starlight Poppy (Illaoi): omg did kill,0,none
29:17:00,Shaco eats Ashe Clown (Shaco): xayah comes,0,none
29:19:00,Shaco eats Ashe Clown (Shaco):,0,none
29:21:00,Shaco eats Ashe Clown (Shaco): so tilting,0,none
29:21:00,Shaco eats Ashe Clown (Shjaco): SO tilting,0,none
29:25:00,arschbert (Orianna) has clairried Char3 4 (Kart,0,none
29:34:00,KrowNNN (Draven) has sfiutdovn Brad Put,0,none
29:34:00,KrowNNN (Draveri) Has shutdown Brad ?Jc),0,none
29:34:00,KrowNNN (Draverl) has sflutclowr Brad Pltt_,0,none
29:36:00,~ Brad PIcta (VelKoz) is ori killing spreel,0,none
29:36:00,Brad PIca (Vel'koz)is on a killing spreel,0,none
29:36:00,Brad Plca (Vel'Koz) is Ofl killing 'spreel,0,none
29:39:00,Rutfio (Kled) hias shutcor) arschbert (Oriatif,0,none
29:39:00,Rutho (KJed) has shutdowh arschbert (Oriang,0,none
29:39:00,Rutho (Kled) has shutcov arschbert (Orianr,0,none
29:39:00,Rijra (KTed) has shutdow/r} arschberc (Oriarij,0,none
29:42:00,Skinte (Thresh): Mountain Drake Spawyning,0,none
29:42:00,Skirite (Thresh): Mouriair Drake Spawning,0,none
29:42:00,Skinte (Thresh): Mouriaini Drake Spawning,0,none
29:48:00,Shaco eats Ashe Clown (Shaco): rip nash,0,none
29:48:00,Shaco eats Ashie Cig)ri (Shjaco): rip nash,0,none
29:48:00,Shiaco eats Ashe Cigwri (Shjaco): rip nash,0,none
30:09:00,Shaco eats Ashe Clewn (Shaco): xayah no r,0,none
30:09:00,Shaco eats Ashe Cizwri (Shaco): xayah no r,0,none
30:16:00,Skirite BnCo (Thresh): stop focusing 'Xayah,0,none
30:18:00,Skirite BnCo (Thresh): shes useless,1,text
30:19:00,Skinte BnCo (Thresh): 2 items,0,allcaps
30:29:00,Shaco eats Ashe Clown (Shaco): ADI,1,allcaps
30:30:00,Shaco eats Ashe Clown (Shaco): CANT,1,allcaps
30:30:00,Shaco eats Ashe Clown (Shaco): ULT,1,allcaps
30:30:00,Staco eatz Ashe Clewn (Shaco): ULT,1,allcaps
30:32:00,Shaco eats Ashe Clown (Shaco): CANT IGNI,1,allcaps
30:32:00,Stiaco eats Ashe Cl2w/n (Shaco): CANT IGNI,1,allcaps
30:33:00,Shaco eats Ashe Clown (Shaco): CANT W,1,allcaps
30:33:00,Shaco eats Ashe Cieri (Shaco): CANT W,1,allcaps
30:33:00,Shaco eats Aste Clewri (Shaco): CANT W,1,allcaps
