text,first_frame,avg_confidence
[13.18] Stiaco eats AShje (Shiaco) signals that erernies,1560,0.22062881247320967
[13:18] arschbert PJS (Oriarira): think will help muc,1560,0.5708162142630085
[13.20] arschbert P S (Oriaria): hmmheco eil Ashe,1560,0.1374393587467052
[13:13] arschbert PuS (Orianna): get ninja tabi,1590,0.5173883982346228
[13:16] Starlight Poppy (Illaoi): 241 Gold,1590,0.7848919004359294
[13:18] Shaco eats Ashe (Shaco) signals that enemies,1590,0.6850645395331856
[13.18] arschbert PHS (Orianna): think will help muc,1590,0.8113159946644517
[13.20] arschbert PulS (Orianna): hmm,1590,0.4531150097473528
[13.28] arschbert PiIS (Orianna): rip money,1590,0.40793482439576306
[13.35] arschbert PIS (Orianna): try freeze the lane,1590,0.6118896351081416
[13.38] arschbert PIIS (Orianna): so he roams ,1590,0.6281749154365757
[13.20] arschbert PIS (Orianna): hmm,1620,0.578432161548441
[13.28] arschbert PuS (Orianna): rip money,1620,0.5758888169259249
[13.35] arschbert PiIS (Orianna): try freeze the lane,1620,0.3626296293475578
[13.38] arschbert PHS (Orianna): so he roams,1620,0.7480329089967849
[13.43] arschbert PIIS (Orianna): ill try play safe,1620,0.5302390078587756
[13.52] arschbert (Orianna) signals that enemies are,1620,0.8737901152420239
[13.52] Shaco eats Ashe (Shaco): Duskblade of Draktl,1620,0.6193496522794125
[13.54] arschbert (Orianna) signals that enemies are,1620,0.9088924491525991
145,1620,0.337921825325349
57,1620,0.999991992108174
149,1650,0.4252732067119123
1.05,1650,0.33430115363684454
[13.52] Shaco eats Ashe (Shaco): Duskblade of DraktL,1680,0.8616193623852825
[13.59] Rutho (Kled) has captured Rift Herald!,1680,0.621477326036878
[14:16] Shaco eats Ashe (Shaco) signals that enemies,1680,0.7531997662428865
[14:17] arschbert (Orianna): 100% towards Level ! [,1680,0.34309538898083064
[14.18] Shaco eats Ashe (Shaco): Warding Toter (Tr,1680,0.6800559634095498
[14.22] Shaco eats Ashe (Shaco) is on the way,1680,0.856725761680486
[14.24] Shaco eats Ashe (Shaco): 33% towards Level,1680,0.7398466702592454
[14.16] Shaco eats Ashe (Shaco) signals that enemies,1710,0.7795277717808948
[14:17] arschbert (Orianna): [00% towards Level [ /,1710,0.7038052434909979
[14.18] Shaco eats Ashe (Shaco): Warding Totem (Tr,1710,0.6387354458229878
[14.22] Shaco eats Ashe (Shaco) is on the wa,1710,0.6339844229723778
[14.35] Starlight Poppy (Illaoi) is asking for assistance,1710,0.8223962888941474
[14.36] Shaco eats Ashe (Shaco) signals that enemies,1710,0.7969915268044641
[14.37] Sliaco eats Ashe Clown (Shaco): xd,1710,0.5047389856210742
135,1710,0.9991057348412764
[14.36] Shaco eats Ashe (Shaco) sigrals chat ereries,1770,0.4550304513289108
[14.37] Shaco eats Ashe Ciori (Shiaco): xd,1770,0.3531164804781603
[14.40] Shiaco eats Ashe (Shago): R Ready,1770,0.718161365186043
[14.40] Shaco eats Ashie (Shaco): Is,1770,0.7024853661646855
[14.41] Skirite (Thresh) sigrals to be careful,1770,0.6119375080213029
[15.02] Shaco eats Ashe (Shico) signals to be careful,1770,0.49244250726262023
[15.03] Shaco eats Ashe (Shaco) signals to be careful,1770,0.5621960844404075
[15.08] Starlighe  Poppy (Illlaoi): draven,1770,0.6977319247977252
[15.08] Starlight  Poppy (Illaoi): draven,1800,0.7228260613831304
[15.10] Starlight  Poppy (Illaoi): can you go top,1800,0.7465885465213424
[15:13] Starlight Poppy IIllaoi): and me bot,1800,0.5499757728805267
[15.19] Nerhi (Elise) Kias claimed arschbert (Orianna),1800,0.4614494700164084
[15.20] Shaco eats Ashe (Shaco): 30/[ Gold,1800,0.633921122748348
[15.21] arschbert PIIS (Orianna): k,1800,0.48586598733383307
we,1800,0.9808278982533175
[15.2/] arschbert P J5 (Orianna): k,1830,0.5601436801673585
[15.25] Rutho (Kied} tnu crushed the Eye alahe Herz,1830,0.2826974111536174
[15.25] Shaco eats Ayhe Clown (Shaco) we lose 2 t0,1830,0.5364920324943732
[15.30] Shaco eats Ashe (Shaco) is on the way,1830,0.8092017676301169
[15.37] Shaco eats Ashe (Shaco) is asking for assistanc,1830,0.5959033981764567
[15.38] Shaco eats Ashe (Shaco) is asking for assistanc,1830,0.747018007707162
[15.38] Shaco eats Ashie (Shaco) is asking for assistanc,1830,0.6139443834313513
[1539] Shaco atz Ashe (Shaco) is asking for assistanc,1830,0.6789173408917215
204,1830,0.9999613201605616
[15.2/] arschbert PIS (Orianna): k,1860,0.5948270493390055
[15.25] Rutho (Kled) has crushed the Eye of the Fler:,1860,0.4195956064042725
[15.25] Shaco eats Ashe Clown (Shaco): we lose 2 to,1860,0.5904722811068618
[15.38] Shaco eats Ashie (Ghaco) is asking for assistanc,1860,0.6902133975342682
[15.39] Shaco eats Ashe (Shaco) is asking for assistan,1860,0.888336391660493
[15.39] Shaco eats Ashe (Shaco) is asking for assistanc,1890,0.9367739802016847
[15.55] Shaco eats Ashe (Shaco) is asking for assistan,1890,0.7514666905927049
[16.05] The enemy team has slain the Mountain Drak,1890,0.8693225136830905
HO,1890,0.3836350663977638
190,1890,0.8547080047267736
[15.55] Shaco eats Ashe (Shaco) is asking for assistanc,1920,0.8498969171377014
[16.09] Shaco eats Ashe Clown (Shaco): HOW,1920,0.9264013334924169
[I6:/ I] Nerha (Elise) has shutdown Shaco eats Ashe,1920,0.5151309063245582
bounty! (Team Gold: 300G),1920,0.9185028877081325
omg thl,1920,0.8884174614627441
[I6:1 I] Nerha (Elise) has shutdown Shaco eats Ashe,1950,0.6103579785520717
[16.26] Shaco eats Ashe Clown (Shaco): omg i thougt,1950,0.6687537044386377
[16.29] Shaco eats Ashe Clown (Shaco): so no shutdc,1950,0.7779073795859349
[16.36] Skinte (Thresh) purchased Control Ward,1950,0.7356497327725215
[16.39] [All] Rutho (Kled):,1950,0.8943935942307888
[16.40] arschbert (Orianna) signals to be careful,1980,0.6174097872454546
[16.42] KrowNNN (Draven) has targeted the Outer,1980,0.6069244715793369
[16.43] KrowNNN (Draven) has targeted the Outer,1980,0.6671904502962835
[16.43] KrowNNN (Draven) has targeted the Quter,1980,0.7444221500673484
[16.44] KrowNNN (Draven) has targeted the Outer,1980,0.9757246334158292
205,1980,0.9416929636430671
[I7:00] arschbert (Orianna) signals to be careful,2010,0.7547042871183945
[I7.0/] arschbert (Orianna) signals to be careful,2010,0.6882328690651878
[I7:09] Rutho (Kled) is onj rarrpagel,2010,0.5453129562013861
61,2010,0.9999991570631338
[16.43] KrowNNN (Draver) hjas tarzeted the Outer,2040,0.4947879177368207
[16.44] KrowNNN (Draveri) has tarzetad the Outer,2040,0.5215420114943419
[16.44] KrowNNN (Draveri) has targeted the Outer,2040,0.4786677691269162
[I7.00] arschbert (Oriariria) signals tO be careful,2040,0.60296602306083
[I7.0/] arschbert (Orjanria) signals to be careful,2040,0.6005190424223641
[I7:09] Rutho (Kled) is orj rarripagel,2040,0.3388876694028783
