time,text,toxic,toxicity_type
10:29,Infernal Shaco (Diana) signals to be careful,0,none
10:27,Infernal Sfiaco (Diana) sigill @J ue 5T8IVI,0,none
10:28,Infernal Shaco (Diana} signals to be careful,0,none
10:28,Infernal Shaca (Diana) signals to be careful,0,none
10:31,Infertal Shaco $HACO (Diana): TEEMO,0,none
10:36,Infernal Shaco (Diana) signals to be careful,0,none
10:58,OMGBulbash (Fiora} signals that enemies are missing,0,none
12:02,Inferral Shaco (Diana) on the way,0,none
12:02,Infernal Shaco (Diara) is on the way,0,none
12:22,Infernal Shaco (Diana) signals that enemies are missing,0,none
12:23,HICEMAN (Vt) is on rampagel,0,none
12:26,Inferrial Shaco (Diana) has zargered [ IICEMAN - (i) Boots of Speed,0,none
12:27,OMGBulbash Pisun (Fiora): sfkpsdf;ksdjkf;sd UNIQUE Passivc,0,none
12:28,OMGBulbash Pisun (Fiora): sd pkfjls kdfjlksdjflkisf,0,none
12:31,Infernal Shaco #HECO (Diana): this game,0,none
12:23,HICEMAN (Vi) is on rampage:,0,none
12:26,Infernal Shaco (Diana) has targeted | JICEMAN (),0,none
12:27,OMGBulbash Pisun (Fiora): srkpsdf;ksdjkf;sd,0,none
12:28,OMGBulbash Pisun (Fiora): sdpkfjls kdfjlksdjfilkisf,0,none
12:31,Infernal Shaco $HRCO (Diana): this gare,0,none
12:31,OMGBulbash Pisun (Fiora): Hm unistalling,0,none
12:33,PgA lenoxBlack (Lissandra); Vi is everywhere,0,none
12:40,Infernal Shaco #HECO (Diana): yep,0,none
12:31,Infernal Shaco $HFCO (Diana): this game,0,none
12:31,OMGBulbash Pisun (Fiora): im unistalling,0,none
12:46,Infernal Shaco $HFCO (Diana): ah vayne afk,1,gameplay
12:47,PgA lenoxBlack (Lissandra) purchased Control Ward,0,none
12:48,Infernal Shaco $HECO (Diana); that' $ why,0,none
12:51,OMGBulbash (Fiora) purchased Control Ward,0,none
12:40,Infertial 3iaco #HFCO Diariay: yep,0,none
12:46,Infernal Sfaco $HECO (Diana); ah vayne is afk,1,gameplay
12:47,PgA IenoxBlack (Lissanidra} purchased Control Ward,0,none
12:48,Infernal Shaco #HECO (Diana): that why,0,none
12:51,OMGBulbash (Fiora) purchased Control Ward,0,none
13:09,Infernal Shaco (Diana) has zargeted Mette er MILF - (Ezreal),0,none
12:47,PgA lenoxBlack (Lissaridra) purchased Control Ward,0,none
12:48,Infernal Shaco $HECO (Diara); that' $ why,0,none
12:51,OMGBulbash (Fiora} purchased Control Ward,0,none
13:03,Infernal Shaco $HACO Diana] since when she afk,1,gameplay
13:06,Infernal Shaco (Diana) on che way,0,none
13:09,Infernal Shaco (Diana) Fas targeted Melts yr MIILF . (Ezrea)),0,none
13:20,OMGBulbash (Fiora) signals that cnemies are missing,0,none
13:28,Infernal Shaco (Diana) has targeted Karl med C - (Brauma),0,none
13:06,Infernal Shaco (Diana) on the way,0,none
13:09,Infernal Shaco (Diana) has targeted Mette er MILF . (Ezreal),0,none
13:20,OMGBulbash (Fiora) signals char enemies are missing,0,none
13:35,PzA lenoxBlack (Lissandra) has targeted the Outer Turret,0,none
13:36,StormX7 (Vayne): thisl ag,0,none
13:35,PgA lenoxBlack (Lissandra) has targeted che Ouzer Turrer,0,none
13:50,Infernal Shaco (Diana) has targeted [ ICEMAN -,0,none
13:51,Infernal Shaco (Diana) has rargered H ICEMAN -,0,none
13:59,Infernal Shaco $HECO Diana): where are you now that need You,0,none
13:51,Inferrial Shaco (Diana) has argeted ICEAN C,0,none
13:52,Infernal Shaco (Diana) has zargeted | ICEMTAN - ( i),0,none
13:59,Infernal Shaco #HECO (Diana): where are you now that i need You,0,none
14:00,Infernal Shaco 'SHECO (Diana): uhuuhuhuh huuhuhuhu,0,none
14:08,princeoftramso (Morgana);,0,none
14:13,Infernal Shaco $HECO (Diana): its to lare now to say sorryyy,0,none
14:06,princeoftromso (Morgana): SOOOIORRYRYYY,0,none
14:13,Infernal Shaco $HECO (Diana); its to late now say sorryyy,0,none
14:18,PgA lenoxBlack (Lissandra) has targeted the Outer Tuiret,0,none
14:19,PgA lenoxBlack (Lissandra} has targeted che Ourer' Turrer,0,none
14:20,Infernal Shaco (Diara) has cargeted the Queer: Turret,0,none
14:24,Infernal Shaco $HECO (Diana); Dx,0,none
14:30,Infernal Shaco #HECO (Diana): fed ori,0,none
14:20,Infernal Shaco (Diana) has cargered the Outer Turrei,0,none
14:30,Infernal Shaco $HECO (Diana): fed ori,0,none
14:33,Infernal Shaco #HECO (Diana): fed vi,0,none
14:34,Infernal Shaco SHRCO (Diana): teemo,0,none
14:46,Infernal Shaco $HECO (Diana); Dx,0,none
14:46,PgA lenoxBlack (Lissandra) purchased Farsight Alterarion,0,none
14:30,Infernal Shaco $HFRCO (Diana): fed ori,0,none
14:34,Infernal Shaco $HECO (Diana); teemo,0,none
14:35,princeoftromso (Morgana): I thought U suicide,0,none
14:46,Infernal Shaco $HRCO (Diana): Dx,0,none
14:46,PgA lenoxBlack (Lissandra) purchased Farsight Alteration,0,none
14:51,Infernal Shaco (Diana) signals that enemies are missing,0,none
14:59,Infernal Shaco (Diana) has targeted FSerralheir0 - (Orianna),0,none
14:46,Infernal Shaco $HZCO (Diana): Dx,0,none
14:46,PgA lenoxBlack (Lissandra) purchased Farsight Alteration,0,none
14:59,Infernal Shaco (Diana) has targeted FSerralheirO - (Orianna),0,none
15:21,OMGBulbash (Fiora) signals that cnemies are missing,0,none
15:23,OMGBulbash (Fiora) signals that enemies are missing,0,none
15:26,StormX7 (Vayne) signals chat enemies are missing,0,none
15:21,OMGBulbash (Fiora) signals that enemies are missing,0,none
15:33,OMGBulbash (Fiora} signals that enemies are missing,0,none
15:35,ScormX7 (Vayne): tires she gank,0,none
15:35,OMGBulbash (Fiora) signals that enemies are missing,0,none
15:40,OMGBubbazh (Fiora) signals that enemies are missing,0,none
15:33,OMGsulzl (Fi0r a] signals that eneies are missing,0,none
15:35,Storn< (Vayne}: times she gank,0,none
15:38,| ICEMAN (Vi} has destroyed the first turret' (Bonus Gold: 400G),0,none
15:40,OMGBulbash (Fiora} signals chat enemies are missing,0,none
15:47,StormX7 (Vayne): times she ult me,0,none
15:53,Infernal Shaco (Diana) Fas shutdown ! IICEMAN (Vij ard claimed their,0,none
15:47,StormX7 (Vayne}: times she ult me,0,none
16:02,OMGBulbash Pisun (Fiora): En,0,none
16:05,StormX7 (Vayne): f ocus ez,0,none
16:09,Infernal Shaco $HEC? (Diana): i did,0,none
15:53,lufernal Shaco (Diara) has shutdown JICE JAN (Yij ard claimed their,0,none
16:02,OMGBulbash Pisun (Fiora): nnnn,0,none
80:09:00,Infernal Shaco $HACO (Diana): did,0,none
16:02,OMGBulbash Pisun (Ficra):,0,none
16:05,StormX7 (Vayne): Ocus CZ,0,none
16:09,Infernal Shaco $HICO (Diana}: did,0,none
16:09,StormX7 (Vayne) on the way,0,none
16:22,Infernal Shaco (Diana) signals to be carcful,0,none
16:34,OMGBulbash (Fiora) on the way,0,none
16:44,Infernai Shaco (Diana) has targeted the Ourer Turrer,0,none
16:10,Infernal Shaco $HZCO (Diana): wtf,0,none
16:22,Infernal Shaco (Diana) signals to be careful,0,none
16:34,OMGBulbash (Fiora) Te the way,0,none
16:44,Infernal Shaco (Diana) has targeted the Outer Turrec,0,none
17:03,StormX7 (Vayne) signals that enemies are missing,0,none
17:04,StormX7 (Vayne) signals that enemies are missing,0,none
17:07,StormX7 (Vayne): again,0,none
17:04,StormX7 (Vayrie) signals chat enemies are missing,0,none
17:19,The enemy team has slain the Cloud Drakel,0,none
17:25,Infernal Shaco (Diania) signals that eneries are missing,0,none
17:26,Infernal Shaco (Diana) signals that enemies are missing,0,none
17:26,StormX7 (Vayne): Ping 145 ms,0,none
17:30,OMGBulbash (Fiora) has targeted Ghosttowas - ( Teemo),0,none
17:30,OMGBulbash (Fiora) has targered Ghos_tawas (TeeiJ),0,none
17:37,Infernal Shaco (Diana) on the way,0,none
17:41,PzA lenoxBlack (Lissandra) signals that enemies are missing,0,none
17:42,PgA lenoxBlack (Lissandra) signals that enemies are missing,0,none
17:43,PgA lenoxBlack (Lissandra) signals that enernies are missing,0,none
17:43,PzA lenoxBlack (Lissandra) signals that enemies are missing,0,none
17:44,PgA lenoxBlack (Lissaridra) signals that enemies are missing,0,none
17:45,@oferivlanashzco signals that enemies are missing,0,none
17:46,'SHJCO (Diana}:,0,none
17:49,[AllJ PgA lenoxBlack (Lissandra): Diana prefer kill birds_,0,none
17:49,OMGBulbash (Fiora) signals that enemies are missing,0,none
17:50,[All] PgA lenoxBlack (Lissandra): okey,0,none
18:16,Infernal Shaco Diana) a the way,0,none
17:50,[All] PgA lerioxBlack (Lissandra): okey,0,none
18:16,Infernal Shaco (Diana) on che way,0,none
18:17,Infernal Shaco (Diana) on the way,0,none
18:18,Infernal Shaco (Diana) on the way,0,none
18:22,OMGBulbash (Fiora) signals that enemies are missing,0,none
18:24,StormX7 (Vayne): bot,0,none
18:33,OMGBulbash (Fiora) signals chat enemies are missing,0,none
18:44,PgA lenoxBlack (Lissandra) has targeted thc Outer Currct,0,none
18:45,PgA lenoxBlack (Lissandra) has targeted the Ourer Turrer,0,none
18:48,Infernal Shaco (Diana) is on the way,0,none
18:33,OMGBulbash (Fiora) signals that enemies are missing,0,none
18:44,PgA lenoxBlack (Lissandra) has targeted the Outer Turfer,0,none
18:45,Infernal Shaco (Diana) has slain Mette er MILF (Ezreal) for a double kill!,0,none
18:45,PgA lenoxBlack (Lissandra) has targeted the Outer Turrei,0,none
18:58,PgA lenoxBlack (Lissandra) signals that enemies are missing,0,none
18:45,PgA lenoxBlack (Lissandra) has rarg,0,none
19:06,StormX7 (Vayne): just come atter 75 500,0,none
19:08,StormX7 (Vayne): and kill them,0,none
19:10,Infernal Shaco (Diana) has rargeted,0,none
19:13,Infernal Shaco (Diana) signals that SEL,0,none
18:58,PgA lenoxBlack (Lissandra) signals that enernies are missing,0,none
19:06,StormX7 (Vayne): just come after,0,none
19:08,ScormX7 (Vayne): and kill them,0,none
19:10,Infernal Shaco (Diana) has targeted IiCEMAN - (Vi),0,none
19:13,Infernal Shaco (Diana) signals that enemies are missing,0,none
19:29,StormX7 (Vayne) Oin the way,0,none
19:08,StorinX7 (Vayne): and kill themn,0,none
19:10,HICEMAN (Vihas shutdowri Infemal Shaco (Diana) ard claimned thcir,0,none
19:29,Stormx7 (Vayne) is on the way,0,none
19:59,Infernal Shaco #HECO (Diana}: toewrs donr,0,none
19:59,Infernal Shaco SHFCO (Diana): toewrs dont,0,none
20:01,Infernal Shaco $HECO (Diana): gi,0,none
20:06,StormX7 (Vayne) signals that enemies are missing',0,none
20:06,StormX7 (Vayne) signals that enemies are missing,0,none
20:09,Stormx7 (Vayne); D,0,none
20:14,[All] StormX7 (Vayne}: i just sucuide,0,none
20:09,StormX7 (Vayne):,0,none
20:14,[All] StormX7 (Vayne): just sucuide,0,none
20:21,StormX7 (Vayne); dont falue more than 10 gold,0,none
20:27,OMGBulbash (Fiora) has targeted Ghost-0yrs (Teemc),0,none
20:26,StormX7 (Vayne): prefer ke tower,0,none
20:27,OMGBulbash (Fiora) has targeted Glpol_owrs . (Tcyrrie},0,none
20:35,Inferrial Shaco #HECO (Diaria): yes ik,0,none
20:41,Ghosttovras {Teemno) on & killing spreel,0,none
20:42,Infernal Shaco (Diara) is on the way,0,none
20:43,Infernal Shaco (Diara) on the way,0,none
20:45,StormX7 (Vayne): because ganked like I0 times,0,none
20:48,Infernal Shaco (Diana) has shutdown FSerralheiru (Orianna) and claimed,0,none
20:49,StormX7 (Vayne); adnd just farmed,0,none
20:50,FSerralheir0 (Orianna} on 4 killing spree:,0,none
20:51,[All] PgA lenoxBlack (Lissandra): Focus me more xD,0,none
20:54,[All] PgA lenoxBlack (Lissandra) you won I0 gold; wo,0,none
20:56,[All] P3A lenoxBlack (Lissandra} wP,0,none
2:25,Infernal Shaco #HECO (Diana): with,0,none
20:34,Infernal Shaco (Diana) hastargeted ! ICEMAN - (Vi),0,none
21:25,Infernal Shaco $HECD (Diana ); with ward,0,none
21:54,[AllJ Infernal Shaco #HLCO (Diana): XD,0,none
22:07,Infernal Snaco (Diana): VEEILO Alive,0,none
22:07,Infernal Shaco (Diana); TLeno Alive,0,none
22:09,PgA lenoxBlack (Lissandra) purchased Abyssal Scepter,0,none
22:21,Infernal Shaco (Diana) has rargered Ghosttowas - (Teeme),0,none
22:22,Ghosttowas (Tecma) is on a rampagel,0,none
22:25,Infernal Shaco #HECO (Diana): okay ff,1,gameplay
22:19,PgA lenoxBlack (Lissandra) purchased Abyscal Scepter,0,none
22:24,Infernal Shaco #HECO (Diana}: LOL,0,none
22:45,[AJl] FSerralhelrg CB9O (Oriania). deleted,0,none
22:47,[All] StormX7 (Vayne): all lanes lose,0,none
22:55,[All] PzA lenoxBlack (Lissandra): Best jungler win,0,none
22:56,Infernal Shaco #HRCO (Diana):,0,none
23:01,[All] Fservullieing CB9O (OrtanlaL ahhahah,0,none
23:01,[All] FSerralheiro CB9O (Orianna): ahhahah,0,none
23:05,[All] Infernal Shaco SHLCO (Diana): and they flame me,0,none
23:00,[All] StormX7 (Vayne): because she never ganked us,0,none
23:13,[AIl] Infernal Shaco $HECO (Diana); LOOOOOOoooL,0,none
23:14,[All] Infernal Shaco SHECO (Diana): WHAT,0,none
23:00,[AJlJ Inferpal Shaco SHECO (Diana)' wtf is this,0,none
23:13,[Allj-Interral Shaco SHECO (Diana): LoooooooooL,1,gameplay
23:14,[AIl] Infernal Shaco $HECO (Diaria): WHAT,0,none
23:19,[AllJ] StormX7 (Vayne}: ganked = like times,0,none
23:19,[All] Infernal Shaco ' SHECO (Diana): | NEVER GANKED YOU EZTREAL!,0,none
23:38,OMGBulbash Pisun (Fiora): nice diana,0,none
23:45,OMGBulbash (Fiora) asking for assistance,0,none
23:47,[All] Inferral Shaco #HECO (Diuta) .,0,none
23:55,[ IICEMIAN (Vi) has shutcowl Infernal Shaco (Diana} and claimed their,0,none
24:06:00,[All] Infernal Shaco SHLCO (Diana): toxic team frw,0,none
23:51,[All] Mette er MIL: Sntiss (Ezreali: Liss scfu ahhaha4,0,none
23:58,OMGBulbash (Fiora) has claimed I ICEMAN (Vil's bounty' (Team Gold:,0,none
24:00:00,[AII] Infernal Shaco $HECO (Diana),0,none
24:10:00,Ally team has scored an acel,0,none
24:15:00,Infernal Shaco #HECO (Diana): fiora the enly aprmal one,0,none
24:00:00,[AIl] Infernal Shaco #HRCO (Diana): toxic Lealn fcw,0,none
24:10:00,Ally tcamn has scored am acel,0,none
24:15:00,Infernal Shaco $HECO (Diara); fiora is the only normal one,0,none
24:17:00,Jnfernal Shaco #HECO (Diana): with norg,0,none
24:18:00,[All] StormX7 (Vayne): toxic,0,none
24:27:00,[All] StormX7 (Vayne); We just said the verity,0,none
24:29:00,OMGBulbash Pisun (Fiora): jesus,0,none
24:10:00,Ally teamI1S-scored ani ace:,0,none
24:15:00,Infernal Shaco $HECO (Diana ; fiora is the only normal one,0,none
24:17:00,Infernal Shaco $HMCO (Diana): with morg,0,none
24:18:00,-All] Stormx7 (Vayne): toxic,0,none
24:29:00,OMGBulbash Pisun (Fiora) Iesus,0,none
43:00:00,[Allj] Irernal Shaco #HZCO (Diana}; ahhh not toxic ofc xd,0,none
24:27:00,[All] StormX7 (Vayue): We just said the verity,0,none
24:30:00,[All] Infernal Shaco SHECO (Diana): ahhh not toxic ofc xd,0,none
24:43:00,[All] StormX7 (Vayne): you just never ginked _ US,0,none
24:48:00,Infernal Shaco (Diana) is on che way,0,none
24:55:00,[Al] IICEMAN (Vi} diana stole all the kills,0,none
24:59:00,Infernal Shaco (Diana) has shutdown Ghosttowas (Teemo) and claimed,0,none
24:43:00,[All] StormX7 (Vayne): you just never ganked us,0,none
24:48:00,Infernal Shaco (Diana) is on the way,0,none
24:55:00,[All] HICEMAN (Vi}: diana stole all the kills,0,none
25:02:00,[All] IICEMAN (Vi};  botlane is right,0,none
25:03:00,Infernal Shaco (Diana) has slain Mett CT MILF (Ezreal) for a double kill!,0,none
25:07:00,[All] StormX7 (Vayne): ty,0,none
24:55:00,"5f] ""IICE4""% (Vi) diana stole all the kills",0,none
24:59:00,"Infirrial Shaca (Diara) Fas shutdown "" hrsanu : VerlGand clained",0,none
25:02:00,!AII !ICENIAI / YYV ur botlane is rizht,0,none
25:03:00,Infernal Shaco (Diana) kas slain F(e lte @l AlF (Eealifor a double kill,0,none
25:07:00,[All] Stormx7 (Mayuey,0,none
25:19:00,_Il M 1 ErHlF= Snuiss (Ezreel |-8,0,none
25:20:00,[Allj Infernal Shaco #HZCO (Diana): xd,0,none
25:07:00,[All] Stormx7 (Vayne): ty,0,none
25:19:00,[All] Mette er MILF Snuss (Ezreal): 1-8,0,none
25:20:00,[AIl] Infernal Shaco SHECO (Diana); xd,0,none
25:03:00,Inferniai sriaco (Diana) has slain Mecte MILF (Ezeal) for a dcuble killl,0,none
25:20:00,[AIl] Infernal Shaco SHLCO (Diana): xd,0,none
25:45:00,[All] Infernal Shaco SHECO (Diana): am i just gecting this wrong or should,0,none
25:59:00,OMGBulbash Pisun (Fiora): ouch,0,none
25:19:00,[All] Mette cr MILF Snuss (Ezreal); 1-8,0,none
25:45:00,[All] Infernal Shaco SHECO (Diana): am i just gerting this wrong or should,0,none
25:48:00,[All] StormX7 (Vayne); one champi of teemo make me die,0,none
26:07:00,[All] StormX7 (Vayne): we dont said report diana,1,flame
26:19:00,OMGBulbash Pisun (Fiora): well,0,none
26:20:00,Infernal Shaco $HECO (Diana): You wrote,0,none
26:21:00,OMGBulbash Pisun (Fiora): realy guys,0,none
26:23:00,OMGBulbash Pisun (Fiora): we realy got the loate,0,none
26:24:00,OMGBulbash Pisun (Fiora): the late,0,none
26:27:00,Infernal Shaco $HECO (Diana);,0,none
26:30:00,Infernal Shaco (Diana) is on the way,0,none
26:38:00,Inferrial Shaco (Diana) is on killing spreel,0,none
26:41:00,Metu er MILF (Ezreali has shutdown Irfernal Shaca (Diana) and claimed,0,none
26:43:00,Infernal Shaco (Diana) hzs targeted Merte er MIILF - (Ezrealy,0,none
26:44:00,PgA lenoxBlack (Lissandra) has chimed Cis-UN_ Cream_s bounc l,0,none
26:44:00,Infernal Shaco (Diara) has cargeted Mprfe 4r HLF: ( 'real),0,none
26:44:00,OMGBulbash Pisun (Fioraj: nice diana,0,none
26:44:00,Inferrial Shaco (Diara) has targeted ireue MILF - (Ezreal),0,none
26:44:00,OMGBulbash Pisun (Fiora): nice diana,0,none
26:47:00,Infernal Shaco $HECO (Diana): ty,0,none
26:50:00,Mette er MILF (Ezreal) has slain princeoftromso (Morgana} for a double,0,none
27:00:00,Infernal Shaco #HECQ (Diana) LOL,0,none
26:53:00,"OMGBulbash (Fiora) on athy""Baksil",0,none
26:55:00,Infernal Shaco $HECO (Diara) DL worth,0,none
27:00:00,Infernal Shaco #HECO (Dianal LOL,0,none
27:04:00,Infernal Shaco (Diara] signals to be careful,0,none
27:16:00,OMGBulbash (Fiora): Wv - Js,0,none
27:04:00,Inferrial Shaco (Diata) signals to be careful,0,none
27:16:00,OMGBulbash (Fiora : Js,0,none
27:28:00,OMGBulbash (Fiora) has shurdown Mette er MILF (Ezreal) and claimed,0,none
27:30:00,Enemy <earu has scored an acel,0,none
27:15:00,Inferrial Shaco #HFCO (Diana): dont risk it for the bisquit,0,none
27:16:00,OMGBulbash (Fiora): Wv 3s,0,none
27:28:00,"OMGBulbash (Fiora) has shutdown Ieige =r"" [LF (Ezreal) and claimed",0,none
27:30:00,Enerry _atfl has scored an acel,0,none
27:30:00,Infernal Shaco #HECD (Diara): nice,0,none
27:37:00,Inferrial Shaco #HECO (Diana): we got raped,0,none
27:46:00,Infernal Shaco (Diaral Jata the way,0,none
27:30:00,Infernal Shaco $HECO (Diana): nice,0,none
27:48:00,Infernal Shaco (Diana) has targeted IICEMAN - (Vi),0,none
27:49:00,PgA lenoxBlack (Lissandra): towers owers,0,none
27:53:00,PgA lenoxBlack (Lissandra}: we are winning,0,none
27:46:00,Infernal Shaco (Diana) on the way,0,none
27:48:00,Infernal Shaco (Diana) has targeted TICEMAN - (Vi),0,none
27:49:00,PgA lenoxBlack (Lissandra); TowerS towers,0,none
27:52:00,"Infernal Shaco (Diana) has claimed TICEMAN (Vi)""s bounty' (Team Gold:",0,none
28:02:00,Infernal Shaco THECO Diana): we aint winning,1,gameplay
27:52:00,Infernal Shaco (Diana) has claimed | IICEMAN (Vi) s bountyl (Team Gold:,0,none
28:04:00,Infernal Shaco #HECO (Diana): got 18 kills from 28,0,none
28:02:00,Infernal Shaco $HFCO (Diana): we aint winning,1,gameplay
28:29:00,OMGBulbash (Fipra) requests aid at the Inner Turret,0,none
28:04:00,Infernal Shaco $HRCO (Diana): gor 18 kills from 28,0,none
28:23:00,OMGBulbash Pisun (Fiora): titls me so bad,0,none
28:29:00,OMGBulbash (Fiora) requests aid at the Inner Turret,0,none
28:37:00,StormX7 (Vayne): funny,0,none
