text,first_frame,avg_confidence
510,720,0.9996989632668761
[07.18] PgA lerioxBlack (Lissandra ; Orauriz Ignice,750,0.3408155560701621
[07;19] PgA lenoxBlack (Lissardra}; Oriar Flash,750,0.4075717341377658
"[07,25] PgA lenoxBlack (Lissandra} requEscs aid at the Outer Turret",750,0.47466784745235996
[07.33] Infernal Shaco (Diana) has -argeted FSerralheirD - (Oriarna),750,0.5273914418665023
[07.36] Infernal Shaca (Diara) signals PgA lenoxBlack (Lissandra) to fall back,750,0.753099480078115
[07.40] Infernal Shaco (Diara) signals PgA lenoxBlack - {Lissandra) fall back,750,0.6781684602919192
[07*43] Infcrnal Shaco (Diana} has targeted HJICEMAN - (Yi),750,0.5414561671397973
[07.44] Irfernal Shaco (Diana) on the way,750,0.759818672420778
39 38,750,0.9999431446470202
326,750,0.9999863037349991
[07.48] Infernal Shaco (Diana) has shutdown JICEMAN ()rand claimed their,780,0.7358462212706569
"bounty"" (Team Gold: 300G)",780,0.48680014449336156
"[07,50] StormX7 (Vayne) is asking for assistance",780,0.6304821016013455
[07.50] [All] Infernal Shaco SHLCO (Diana}:,780,0.5901860863601178
[07.52] Infernal Shaco (Diara) is on the way,780,0.7017906234260362
"[07,55] Ghosttowas {Teerna) has claimed Infernal Shaco (Diana) s bounty! (Teamn",780,0.3207181456369953
Gold; 150G},780,0.40684560918479357
[07.57] Infernal Shaco (Diana) has cargeted Ghosctowas - (Teemo),780,0.5212721426990444
H,780,0.01331318663934239
68 G0,780,0.7712093213245307
52 39 19,780,0.5734721986746222
0.82 5*6,780,0.6524571615790093
[08.02] Infernal Shaco $HFCO Diana): LOL,810,0.741982297256008
"[08,04] Ghosttowas (Tecma) has slain OMGBulbash (Fiora) for a double_killl",810,0.5526053300610828
[08;05] [AII] IICEMA V (Vi) FDIIIIID,810,0.10564099695846338
[08.05] [All] Ghosttowas (Teemo):,810,0.6454826733416748
[08:  OMGBulbash Pisun (Fiora): why did went back XD,810,0.883658295642222
[08;|2] StormX7 (Vayne) signals that enemies are missing,810,0.7748973413910142
[08;|2] [AIl] Infernal Shaco $HECO Diana): oP dmb,810,0.494796984423201
[08: | 3] OMGBulbash Pisun (Fiora): im oom,810,0.5370948576592012
T,810,0.007126120520852874
68 90,810,0.981007475568018
52 39,810,0.9999903905395808
0.82 5*,810,0.7305791024421037
386,810,0.572393536567688
[08:|7] Infernal Shaco $HFCO Diana): dx,840,0.618364606427813
[08;|7] StormX7 (Vayne) on the way,840,0.648736441590559
[08;|8] Stormx7 (Vayne) on the way,840,0.6919529988421371
[08.20] Infernal Shaco (Diana) purchased Control Ward,840,0.9810640769754801
[08.20] StormX7 (Vayne) is on che way,840,0.6444565699283674
[08.2 StormX7 (Vayne) is on the way,840,0.8106299970900226
[08.21] [AlI] TTCEMAN (Vij: oneshoted me xD,840,0.49186754973266783
[08.25] [All] Infernal Shaco #HECO (Diana): hehe,840,0.4905235207351414
{all but just got chal 00,840,0.6188810534225722
369,840,0.5310733914375305
[08.20] StormX7 (Vayne) on che way,870,0.8815959432702236
"[08,2I] StormX7 (Vayne) on the way",870,0.7117181726653112
"[08,21] [AJIJ] JICEMAN {Vij: oneshoted me xD",870,0.4448286697870646
[08.25] [AIl] Infernal Shaco SHLCO (Diana): hehe,870,0.5518914024546586
[08.33] [All] Infernal Shaco SHECO (Diana): buc i just got that burst,870,0.516698549352218
[08;37] Infernal Shaco $HECO (Diana): teemo got this all day long,870,0.9391886912671494
"[08,37] [AIl] Inferral Shaco $HECO (Diana): :DS",870,0.5066110419429151
[08.44] OMGBulbash (Fiora) signals chat enemies are missing,870,0.7518386948895053
Lt,870,0.01856064157694425
At,900,0.003786537755135784
[08.33] [All] Infernal Shaco $HZCO (Diana): but i just got that burst,930,0.443039902495664
[08;37] Infernal Shaco $HZCO (Diana): teemo got this all day long,930,0.7502965852023613
[08.37] [All] Infernal Shaco $HECO (Diana): DS,930,0.5639503510208043
[08.44] OMGBulbash (Fiora) signals that enemies are missing,930,0.706987470178363
[08.50] princeoftromso (Morgana) purchased Sightstone,930,0.8642007173566814
"[09,04 OMGBulbash (Fiora} signals that enemies are missing",930,0.7871539551965583
[09.04] OMGBulbash (Fiora} signals that enemies are missing,930,0.7442209889760256
[09./5] Infernal Shaco (Diana) on the way,930,0.7618885070208554
540 100,930,0.3740237275025965
0.82 15*,930,0.8144898545757017
[09.04] OMGBulbash (Fiora) signals that enemies are missing,960,0.7922528410103713
[09.04] OMGBulbash (Fiora) signals that cnemies are missing,960,0.6400445225375628
[09.|5] Infernal Shaco (Diana) on che way,960,0.7662072587916764
[09:E princeoftromso (Morgana) signals to be careful,960,0.7539361865442072
[09.26] Ghoscrowas ( Teerro) is on a killing spreel,960,0.5867432771262499
[09.28] princeoftromso (Morgana) signals that enemies are missing,960,0.7741138548013696
[09.28] OMGBulbash Pisun (Fiora); fck,960,0.6402069693405916
[09.29] OMGBulbash Pisun (Fiora): asokjdahsjo,960,0.8281049710087036
[09.15] Infertal Shaco (Diana) on che way,990,0.7810743386833247
[09: E 9 princeoftromso (Morgana) signals to be careful,990,0.4035969151300695
[09.26] Gloscbowa: (Teemo) is on killing spreel,990,0.5089834958152359
"[09,28] princeoftromso (Morgana} signals that enemies are missing",990,0.587339241227535
[09.28 OMGBulbash Pisun (Fiora}: fck,990,0.8132514545074023
[09.29 OMGBulbash Pisun (Fiora): asokjdahsjo,990,0.860740625528306
[09.32 OMGBulbash Pisun (Fiora); skisdlkfjlkdsf,990,0.8119670651360673
[09.38] The enemy TXM has slain the Mountain Drakel,990,0.5640179553126945
0.82 15*6,990,0.8213099241256714
cheir bounty' (Team Gold: 300G),1020,0.5229859107637211
[09.50] PgA lenoxBlack (Lissandra) asking for assistance,1020,0.9533561565997615
[09.52] PgA lenoxBlack (Lissandra) asking for assistance,1020,0.8444763227417345
[09.53] PzA lenoxBlack (Lissandra) asking for assistance,1020,0.8555330851838576
[09.53] PgA lenoxBlack (Lissandra) is asking for assistance,1020,0.7106964486998448
[09.55] Infernal Shaco (Diana} is on the way,1020,0.4755367547855926
[09.57] Infernal Shaco (Diana) is on the way,1020,0.6869031297051106
[I0.0I] Infernal Shaco (Diana): R - Ss,1020,0.575400835462294
70 90,1020,0.9997368455976865
56 41,1020,0.9995889055681582
0.83 15*,1020,0.5824304933305519
[09.53] PgA lenoxBlack (Lissandra) asking for assistance,1050,0.8687926377062674
[09.55] Infernal Shaco (Diana) is on the way,1050,0.6510567310264207
[09.57] Infernal Shaco (Diana) on the way,1050,0.9381675197822663
[I0.0/] Infernal Shaco (Diana): R - Ss,1050,0.4490965727258623
[I0.05] Infernal Shaco (Diana) signals to be careful,1050,0.734666309293295
0.06] Infernal Shaco (Diana) signals that enemies are missing,1050,0.630951495959333
"0,09] Infernal Shaco Diana) asking for assistance",1050,0.8642195908047922
[I0.12] OMGBulbash (Fiora) on the way,1050,0.7924255409147363
56 41 27,1050,0.8565507532673671
0.83 5*,1050,0.7429828339687494
[I0:18] !IICEMAN (Vi) has slain PgA leroxBlack (Lissandra) for a double killl,1080,0.26678079408253597
[IO;|8] Infernal Shaco $HECO (Diana): get them,1080,0.5573633553529124
[I0;20] Infernal Shaco $HECO (Diaria): LOOL,1080,0.48624896905271175
[10.27] Infernal Shaco (Diana) signals to be careful,1080,0.7340437682317512
[I0.27] Infernal Shaco (Diana) signals to be careful,1080,0.8180449025296681
[I0;28] Infernal Shaco (Diana) signals to be careful,1080,0.651942052704152
[I0.28] Infernal Shaco (Diana) signals to be careful,1080,0.5834171573955405
[10.29] Infernal Shaco (Diana) signals to be careful,1080,0.5873999357991564
TEEM,1080,0.9978393912315369
56 41 4,1080,0.7182096784022106
0.83 Kls%,1080,0.5725020319223404
[10.27] Infernal Sfiaco (Diana) sigill @J ue 5T8IVI,1110,0.07391833870128227
[I0;27] Infernal Shaco (Diana) sigrnlls % be caryiul ,1110,0.20899322883027185
[I0;28] Infernal Shaco (Diara) sigral t by Garyiul,1110,0.36775263076085446
[I0.28] Infernal Shaco (Diara) signalg tO be careiul,1110,0.36414788522539776
[I0.29] Infernal Shaco (Diulll) sigral:t be careiul,1110,0.30046304772962285
[I0;JI] Infernal Shaco #HMC { irry}: TEEMO,1110,0.13549906674931428
[I0;33] Infernal Shacz (Ciata) sigrnalstc be caryiil,1110,0.09339994430868097
[I0.36] Infernal Shaco (DlzJa) sigyals to be careful,1110,0.2708764113924907
570 1 00,1110,0.6112220136214352
70 120,1110,0.9999326719120786
0.83 15*6,1140,0.640455886721611
[I0.29] Infernal Shaco (Diana) signals to be careful,1170,0.743178840843888
[I0.3I] Infernal Shaco $HRCO Diana): TEEMO,1170,0.6986616276142537
[I0;33] Infernal Shaco (Diana) signals to be careful,1170,0.5822649864693183
0.36] Infernal Shaco (Diana) signals to be careful,1170,0.8811373750023787
[I0.58] OMGBulbash (Fiora) signals chat enemies are missing,1170,0.6012303824195367
 M,1170,0.009838565199946747
56 47,1170,0.5330913096509827
0.83 157,1170,0.6847344942983861
[10.28] Infernal Shaco (Diana} signals to be careful,1200,0.4105017460279376
[I0.3I] Infernal Shaco $HACO (Diana): TEEMO,1200,0.3441177148565303
[I0.33] Infernal Shaco (Diana) signals to be careful,1200,0.5760794503308542
[I0.36] Infernal Shaco (Diana) signals be careful,1200,0.7383611586870173
[I0.58] OMGBulbash (Fiora} signals that enemies are missing,1200,0.7684977791416433
[I.23] Infernal Shaco (Diana) on the way,1200,0.825990507592103
600 1 00,1200,0.5743966778946513
73 120,1200,0.9849841432770843
59 42,1200,0.9999985248607355
0.84 15*,1200,0.760914206219526
[10.28] Infernal Shaca (Diana) signals to be careful,1230,0.41425980839777676
[I0.3I] Infernal Shaco SHJCO (Diana): TEEMO,1230,0.5412518167386929
[I0.36] Infernal Shaco (Diana) signals to be careful,1230,0.8563040265780003
[I0.58] OMGBulbash (Fiora) signals that enemies are missing,1230,0.8004374739980669
[1.23] Infernal Shaco (Diana) on the way,1230,0.5024795110681014
[1.38] OMGBulbash (Fiora) signals that enemies are missing,1230,0.9409996339142181
600*63,1260,0.3679034822932428
[10.31] Infertal Shaco $HACO (Diana): TEEMO,1290,0.35684192308049334
[T0;33] Inferra| Shaco (Diana) signals to be careful,1290,0.4289694084129949
[10.36] Infernal Shaco (Diana) signals to be careful,1290,0.6506609605923326
[10.58] OMGBulbash (Fiora} signals that enemies are missing,1290,0.6659473501961969
[1.23] Infernal Shaco (Diana) on che way,1290,0.7391786469516876
"[I,38] OMGBulbash (Fiora) signals that cnemies arc missing",1290,0.6643287214674776
[12 02] Inferral Shaco (Diana) on the way,1290,0.42045987095959847
[I2.08] PzA lenoxBlack (Lissandra): R - I7s,1290,0.39322873566378724
600 8 9,1290,0.9599998683978828
434,1290,0.9999992429193688
[12.02] Infernal Shaco (Diara) is on the way,1320,0.5708383952909089
"[12,08] PgA lenoxBlack (Lissandra); 175",1320,0.3909983395135837
[12;22] Infernal Shaco (Diana) signals that enemies are missing,1320,0.7839252933379878
[1223] HICEMAN (Vt) is on rampagel,1320,0.5870707050410404
[12.26] Inferrial Shaco (Diana) has zargered [ IICEMAN - (i) Boots of Speed,1320,0.7342716532506146
[12.27] OMGBulbash Pisun (Fiora): sfkpsdf;ksdjkf;sd UNIQUE Passivc,1320,0.8181980218915833
[12.28] OMGBulbash Pisun (Fiora): sd pkfjls kdfjlksdjflkisf,1320,0.7116939269664551
[12.3I] Infernal Shaco #HECO (Diana): this game,1320,0.5663989311535449
600',1320,0.611582338809967
FL 120,1320,0.5149500245254153
59 42 18,1320,0.9156183859898395
[12.23] HICEMAN (Vi) is on rampage:,1350,0.7279005707370394
[12.26] Infernal Shaco (Diana) has targeted | JICEMAN (),1350,0.7040776621937246
[12.27] OMGBulbash Pisun (Fiora): srkpsdf;ksdjkf;sd,1350,0.5958363762492858
[12.28] OMGBulbash Pisun (Fiora): sdpkfjls kdfjlksdjfilkisf,1350,0.738842274259023
[12.31] Infernal Shaco $HRCO (Diana): this gare,1350,0.6510244891167983
[12;31] OMGBulbash Pisun (Fiora): Hm unistalling,1350,0.5655434443308495
[12;33] PgA lenoxBlack (Lissandra); Vi is everywhere,1350,0.5331974817139961
[12.40] Infernal Shaco #HECO (Diana): yep,1350,0.7448257289219774
ah vayne l,1350,0.6607190667912982
0.99 15*,1350,0.7296277703735972
396,1350,0.9999940121825609
[12.31] Infernal Shaco $HFCO (Diana): this game,1380,0.7695373728663463
[12;31] OMGBulbash Pisun (Fiora): im unistalling,1380,0.8096791146338164
[I2;33] PgA lenoxBlack (Lissandra); Vi everywncre,1380,0.7495366080636641
[12.46] Infernal Shaco $HFCO (Diana): ah vayne afk,1380,0.6293759983683744
[12.47] PgA lenoxBlack (Lissandra) purchased Control Ward,1380,0.6648478913891384
[1248] Infernal Shaco $HECO (Diana); that' $ why,1380,0.5631602132105009
[1251] OMGBulbash (Fiora) purchased Control Ward,1380,0.942920196235407
since whnf 600*1 00,1380,0.3295360266502996
120,1380,0.9999673079517741
[12.40] Infertial 3iaco #HFCO Diariay: yep,1410,0.4847581473751913
[12.46] Infernal Sfaco $HECO (Diana); ah vayne is afk,1410,0.4762061662686829
[12.47] PgA IenoxBlack (Lissanidra} purchased Control Ward,1410,0.4918291526949073
[12.48] Infernal Shaco #HECO (Diana): that why,1410,0.805495862405561
[12.51] OMGBulbash (Fiora) purchased Control Ward,1410,0.9161260984024835
"[13,03] Infernal Sharo $HECO Diana): since when she atk",1410,0.5446486817657656
"[13,06] Infernal Shaco (Diara) i5 on the way",1410,0.6704605063945044
[13.09] Infernal Shaco (Diana) has zargeted Mette er MILF - (Ezreal),1410,0.6736470085655568
[12.47] PgA lenoxBlack (Lissaridra) purchased Control Ward,1440,0.796572253703924
[12.48] Infernal Shaco $HECO (Diara); that' $ why,1440,0.4741311527590937
[12.51] OMGBulbash (Fiora} purchased Control Ward,1440,0.7323167714085153
[13.03] Infernal Shaco $HACO Diana] since when she afk,1440,0.6931644243781013
[13.06] Infernal Shaco (Diana) on che way,1440,0.8653109678090161
[13.09] Infernal Shaco (Diana) Fas targeted Melts yr MIILF . (Ezrea)),1440,0.24864093006257632
[13.20] OMGBulbash (Fiora) signals that cnemies are missing,1440,0.640896168538454
[13.28] Infernal Shaco (Diana) has targeted Karl med C - (Brauma),1440,0.4660584410917552
600,1440,0.9959587666855969
"[13,03] Infernal Shaco $HJCO (Diana): since when is she afk",1470,0.6331390162695315
[13.06] Infernal Shaco (Diana) on the way,1470,0.7529636427417532
[13.09] Infernal Shaco (Diana) has targeted Mette er MILF . (Ezreal),1470,0.7284236740978297
[13.20] OMGBulbash (Fiora) signals char enemies are missing,1470,0.5701219253947545
"[T3,28] Infernal Shaco (Diana) has targeted Karl med C - (Braum}",1470,0.5335838766719835
[13.35] PzA lenoxBlack (Lissandra) has targeted the Outer Turret,1470,0.8731696317080608
[13.36] StormX7 (Vayne): thisl ag,1470,0.7882316926148424
Jt,1470,0.0021342286164564264
76 120,1470,0.9999719408311811
63 43,1470,0.9998213065891306
1.01 15*,1470,0.8108426041145642
[13.35] PgA lenoxBlack (Lissandra) has targeted che Ouzer Turrer,1500,0.4962612436535256
"[13,36] StormX7 (Vayne); thisl ag",1500,0.5219409873072113
"[13,50] Infernal Shaco (Diana) has targeted | ICEMAN -",1500,0.8121518676358618
[13.50] Infernal Shaco (Diana) has targeted [ ICEMAN -,1500,0.4845000429794807
[13.5I] Infernal Shaco (Diana) has rargered H ICEMAN -,1500,0.4712701382765283
"[13,52] Infernal Shaco (Diana) has targeted | ICEMAN -",1500,0.6027590161379589
"[13,52] Infernal Shaco (Diana) has targeted M ICEMAN - (Vi)",1500,0.6081793796556725
[13.59] Infernal Shaco $HECO Diana): where are you now that need You,1500,0.7272225782160973
uhuuhuhuh huuh] Melt En,1500,0.19027807849855938
63 43 4,1500,0.7244073695246662
1.08 25*,1500,0.8119218647480011
[13.51] Inferrial Shaco (Diana) has argeted ICEAN C,1530,0.30197092012294524
"[13,52] Infernal Shaco (Diara) has :argeted Vicenen_ (/)",1530,0.3848901128756851
[13.52] Infernal Shaco (Diana) has zargeted | ICEMTAN - ( i),1530,0.2072094983351129
[13.59] Infernal Shaco #HECO (Diana): where are you now that i need You,1530,0.7932893981766449
[14.0] Infernal Shaco 'SHECO (Diana): uhuuhuhuh huuhuhuhu,1530,0.8431567305398836
"[14,06_ princeoitranso (Morgaria): SOOOIORRYRYYY",1530,0.4003663150034958
[14.08] princeoftramso (Morgana);,1530,0.5945624179138537
[14:13] Infernal Shaco $HECO (Diana): its to lare now to say sorryyy,1530,0.39285420565088097
640*56,1530,0.6994909765322563
[14.06] princeoftromso (Morgana): SOOOIORRYRYYY,1560,0.7901535711966299
